"p           ","t           ","phi         ","h           ","cp          ","M           ","CH4         ","O2          ","N2          ","H2O         ","CO2         ","CO          ","OH          ","H2          ","NO          ","NO2         "
   1.00000E+01,   2.61349E+03,   1.00000E+00,   4.19663E+02,   2.61106E+00,   0.00000E+00,   1.88109E-16,   4.19039E-03,   6.36409E-01,   3.21583E-01,   1.97637E-04,   6.30805E-05,   8.45669E-03,   1.57868E-02,   3.53233E-03,   1.26372E-06
   4.00000E+01,   2.65554E+03,   1.00000E+00,   4.19663E+02,   2.34276E+00,   0.00000E+00,   8.21626E-16,   2.85731E-03,   6.38764E-01,   3.28336E-01,   2.11635E-04,   4.99613E-05,   6.17008E-03,   1.17257E-02,   3.12303E-03,   1.77407E-06
   1.00000E+00,   2.53020E+03,   1.20000E+00,   4.41925E+02,   3.06511E+00,   0.00000E+00,   4.86902E-16,   9.67719E-04,   5.97042E-01,   3.08956E-01,   1.02396E-04,   1.41809E-04,   8.01685E-03,   6.81525E-02,   1.43192E-03,   8.45035E-08
   1.00000E+01,   2.60201E+03,   1.20000E+00,   4.41925E+02,   2.32700E+00,   0.00000E+00,   3.24571E-14,   2.11015E-04,   6.00860E-01,   3.17589E-01,   1.04737E-04,   1.40890E-04,   3.85376E-03,   6.60138E-02,   7.56080E-04,   6.13690E-08
   4.00000E+01,   2.62596E+03,   1.20000E+00,   4.41925E+02,   2.09966E+00,   0.00000E+00,   4.55998E-13,   6.78044E-05,   6.02168E-01,   3.20527E-01,   1.05522E-04,   1.40577E-04,   2.20507E-03,   6.53495E-02,   4.45874E-04,   4.01057E-08
   1.00000E+00,   2.47656E+03,   1.40000E+00,   4.63937E+02,   2.73312E+00,   0.00000E+00,   3.97253E-15,   1.71764E-04,   5.62969E-01,   2.96991E-01,   6.61969E-05,   1.63904E-04,   4.32587E-03,   1.19993E-01,   5.33256E-04,   1.40211E-08
   1.00000E+01,   2.52595E+03,   1.40000E+00,   4.63937E+02,   2.22272E+00,   0.00000E+00,   3.30040E-13,   2.81301E-05,   5.65425E-01,   3.01468E-01,   6.57735E-05,   1.65271E-04,   1.81536E-03,   1.20882E-01,   2.35853E-04,   7.53696E-09
   4.00000E+01,   2.54086E+03,   1.40000E+00,   4.63937E+02,   2.07940E+00,   0.00000E+00,   5.00243E-12,   8.13190E-06,   5.66176E-01,   3.02839E-01,   6.56538E-05,   1.65678E-04,   9.86593E-04,   1.21161E-01,   1.30173E-04,   4.40583E-09
   1.00000E+00,   2.41192E+03,   1.60000E+00,   4.85703E+02,   2.60273E+00,   0.00000E+00,   1.59476E-14,   4.06947E-05,   5.31794E-01,   2.82804E-01,   4.77200E-05,   1.69582E-04,   2.39045E-03,   1.69155E-01,   2.24001E-04,   3.07760E-09
   1.00000E+01,   2.44818E+03,   1.60000E+00,   4.85703E+02,   2.21840E+00,   0.00000E+00,   1.40142E-12,   5.89182E-06,   5.33486E-01,   2.85384E-01,   4.71764E-05,   1.70791E-04,   9.37679E-04,   1.70854E-01,   9.13247E-05,   1.45014E-09
   4.00000E+01,   2.45856E+03,   1.60000E+00,   4.85703E+02,   2.11376E+00,   0.00000E+00,   2.16193E-11,   1.63476E-06,   5.33973E-01,   2.86136E-01,   4.70321E-05,   1.71129E-04,   4.98142E-04,   1.71324E-01,   4.90473E-05,   8.11257E-10
   1.00000E+00,   2.34726E+03,   1.80000E+00,   5.07229E+02,   2.54781E+00,   0.00000E+00,   4.53624E-14,   1.15124E-05,   5.03637E-01,   2.68907E-01,   3.69180E-05,   1.68856E-04,   1.36388E-03,   2.14008E-01,   1.02272E-04,   8.05678E-10
   1.00000E+01,   2.37449E+03,   1.80000E+00,   5.07229E+02,   2.24377E+00,   0.00000E+00,   4.09797E-12,   1.54005E-06,   5.04832E-01,   2.70489E-01,   3.65000E-05,   1.69751E-04,   5.11174E-04,   2.15784E-01,   3.95156E-05,   3.48649E-10
   4.00000E+01,   2.38198E+03,   1.80000E+00,   5.07229E+02,   2.16326E+00,   0.00000E+00,   6.37614E-11,   4.16760E-07,   5.05161E-01,   2.70934E-01,   3.63942E-05,   1.69993E-04,   2.67664E-04,   2.16241E-01,   2.08643E-05,   1.89865E-10
