"p           ","t           ","phi         ","h           ","cp          ","M           ","CH4         ","O2          ","N2          ","H2O         ","CO2         ","CO          ","OH          ","H2          ","NO          ","NO2         "
   1.00000E+01,   3.22397E+03,   1.00000E+00,   2.63851E+03,   4.97327E+00,   0.00000E+00,   5.49402E-15,   1.36933E-02,   5.99900E-01,   2.36748E-01,   8.51780E-05,   1.62707E-04,   3.92540E-02,   5.77545E-02,   1.36984E-02,   5.57701E-06
   4.00000E+01,   3.36635E+03,   1.00000E+00,   2.63851E+03,   4.13633E+00,   0.00000E+00,   4.09047E-14,   1.09241E-02,   6.06877E-01,   2.52847E-01,   9.49924E-05,   1.55849E-04,   3.48513E-02,   5.13908E-02,   1.41967E-02,   9.51626E-06
   1.00000E+00,   2.99660E+03,   1.20000E+00,   2.77164E+03,   7.44318E+00,   0.00000E+00,   5.17391E-16,   1.02574E-02,   5.56920E-01,   2.20738E-01,   5.42175E-05,   1.75111E-04,   3.99263E-02,   9.64153E-02,   8.83462E-03,   1.14181E-06
   1.00000E+01,   3.24942E+03,   1.20000E+00,   2.77164E+03,   5.33469E+00,   0.00000E+00,   2.22156E-14,   6.58227E-03,   5.68493E-01,   2.43897E-01,   5.88044E-05,   1.75390E-04,   3.47550E-02,   9.23721E-02,   9.49350E-03,   2.63940E-06
   4.00000E+01,   3.39597E+03,   1.20000E+00,   2.77164E+03,   4.37155E+00,   0.00000E+00,   2.13563E-13,   4.54647E-03,   5.75640E-01,   2.59370E-01,   6.29265E-05,   1.74127E-04,   2.97923E-02,   8.83930E-02,   9.17495E-03,   3.90460E-06
   1.00000E+00,   2.99745E+03,   1.40000E+00,   2.90328E+03,   7.59977E+00,   0.00000E+00,   1.24942E-15,   5.83546E-03,   5.27834E-01,   2.23432E-01,   4.09736E-05,   1.75994E-04,   3.49491E-02,   1.29757E-01,   6.49389E-03,   6.32661E-07
   1.00000E+01,   3.24715E+03,   1.40000E+00,   2.90328E+03,   5.32382E+00,   0.00000E+00,   6.35373E-14,   3.28603E-03,   5.38923E-01,   2.44363E-01,   4.26649E-05,   1.78841E-04,   2.91216E-02,   1.30134E-01,   6.51562E-03,   1.28164E-06
   4.00000E+01,   3.38856E+03,   1.40000E+00,   2.90328E+03,   4.29164E+00,   0.00000E+00,   7.02724E-13,   2.02424E-03,   5.45599E-01,   2.57920E-01,   4.42828E-05,   1.79832E-04,   2.39709E-02,   1.29185E-01,   5.91857E-03,   1.68736E-06
   1.00000E+00,   2.98786E+03,   1.60000E+00,   3.03345E+03,   7.52221E+00,   0.00000E+00,   2.56218E-15,   3.40048E-03,   5.01175E-01,   2.22590E-01,   3.19819E-05,   1.73743E-04,   2.98575E-02,   1.63933E-01,   4.77419E-03,   3.57480E-07
   1.00000E+01,   3.22982E+03,   1.60000E+00,   3.03345E+03,   5.19410E+00,   0.00000E+00,   1.44162E-13,   1.72512E-03,   5.11508E-01,   2.40920E-01,   3.23849E-05,   1.77512E-04,   2.38466E-02,   1.68424E-01,   4.51722E-03,   6.50481E-07
   4.00000E+01,   3.36321E+03,   1.60000E+00,   3.03345E+03,   4.16357E+00,   0.00000E+00,   1.72057E-12,   9.76812E-04,   5.17532E-01,   2.52393E-01,   3.29690E-05,   1.79258E-04,   1.89399E-02,   1.70113E-01,   3.90847E-03,   7.84770E-07
   1.00000E+00,   2.97218E+03,   1.80000E+00,   3.16218E+03,   7.37002E+00,   0.00000E+00,   4.66086E-15,   2.03913E-03,   4.76784E-01,   2.19455E-01,   2.56555E-05,   1.69852E-04,   2.52189E-02,   1.97843E-01,   3.53699E-03,   2.07402E-07
   1.00000E+01,   3.20485E+03,   1.80000E+00,   3.16218E+03,   5.06416E+00,   0.00000E+00,   2.78793E-13,   9.53015E-04,   4.86301E-01,   2.35318E-01,   2.55035E-05,   1.73824E-04,   1.94003E-02,   2.05727E-01,   3.18869E-03,   3.46471E-07
   4.00000E+01,   3.32989E+03,   1.80000E+00,   3.16218E+03,   4.06662E+00,   0.00000E+00,   3.47429E-12,   5.06888E-04,   4.91681E-01,   2.44947E-01,   2.56567E-05,   1.75754E-04,   1.49597E-02,   2.09419E-01,   2.65684E-03,   3.91428E-07
