"p           ","t           ","phi         ","h           ","cp          ","M           ","CH4         ","O2          ","N2          ","H2O         ","CO2         ","CO          ","OH          ","H2          ","NO          ","NO2         "
   1.00000E+01,   3.02889E+03,   1.00000E+00,   1.73703E+03,   3.43164E+00,   0.00000E+00,   5.03134E-14,   2.02284E-02,   6.89453E-01,   1.01008E-01,   6.87147E-02,   5.61608E-02,   1.92704E-02,   1.10658E-02,   1.43514E-02,   8.05310E-06
   4.00000E+01,   3.13382E+03,   1.00000E+00,   1.73703E+03,   3.01407E+00,   0.00000E+00,   2.75069E-13,   1.67193E-02,   6.94934E-01,   1.06608E-01,   7.65044E-02,   4.93923E-02,   1.65010E-02,   8.97936E-03,   1.47801E-02,   1.40635E-05
   1.00000E+00,   2.88325E+03,   1.20000E+00,   1.78920E+03,   4.53904E+00,   0.00000E+00,   1.52242E-14,   1.31570E-02,   6.57016E-01,   9.72170E-02,   4.98641E-02,   9.24235E-02,   2.19165E-02,   2.51939E-02,   9.41479E-03,   1.49827E-06
   1.00000E+01,   3.07771E+03,   1.20000E+00,   1.78920E+03,   3.46257E+00,   0.00000E+00,   4.59880E-13,   8.63354E-03,   6.66979E-01,   1.09159E-01,   5.81299E-02,   8.63375E-02,   1.79036E-02,   2.14532E-02,   9.76470E-03,   3.46302E-06
   4.00000E+01,   3.18501E+03,   1.20000E+00,   1.78920E+03,   2.96435E+00,   0.00000E+00,   3.55651E-12,   5.97725E-03,   6.72821E-01,   1.15993E-01,   6.39702E-02,   8.16910E-02,   1.46845E-02,   1.90880E-02,   9.19613E-03,   5.06613E-06
   1.00000E+00,   2.89517E+03,   1.40000E+00,   1.84008E+03,   4.32242E+00,   0.00000E+00,   7.42337E-14,   5.90184E-03,   6.34140E-01,   9.89551E-02,   4.09769E-02,   1.18851E-01,   1.85992E-02,   3.99824E-02,   6.29242E-03,   6.64578E-07
   1.00000E+01,   3.08118E+03,   1.40000E+00,   1.84008E+03,   3.12606E+00,   0.00000E+00,   3.20866E-12,   3.00975E-03,   6.43742E-01,   1.11275E-01,   4.57315E-02,   1.16428E-01,   1.39878E-02,   3.74526E-02,   5.68680E-03,   1.18804E-06
   4.00000E+01,   3.17545E+03,   1.40000E+00,   1.84008E+03,   2.58665E+00,   0.00000E+00,   3.31749E-11,   1.65771E-03,   6.48908E-01,   1.18007E-01,   4.87398E-02,   1.14590E-01,   1.05555E-02,   3.58331E-02,   4.70727E-03,   1.37379E-06
   1.00000E+00,   2.88175E+03,   1.60000E+00,   1.88971E+03,   3.85623E+00,   0.00000E+00,   3.18160E-13,   2.26157E-03,   6.11556E-01,   9.57855E-02,   3.22889E-02,   1.43500E-01,   1.39592E-02,   5.95467E-02,   3.75848E-03,   2.48266E-07
   1.00000E+01,   3.04688E+03,   1.60000E+00,   1.88971E+03,   2.70813E+00,   0.00000E+00,   1.83087E-11,   8.68780E-04,   6.19955E-01,   1.06418E-01,   3.42176E-02,   1.43851E-01,   9.34773E-03,   5.96796E-02,   2.88103E-03,   3.30925E-07
   4.00000E+01,   3.12178E+03,   1.60000E+00,   1.88971E+03,   2.24977E+00,   0.00000E+00,   2.30255E-10,   3.86406E-04,   6.23948E-01,   1.11651E-01,   3.52607E-02,   1.43836E-01,   6.43070E-03,   5.95959E-02,   2.10068E-03,   3.06233E-07
   1.00000E+00,   2.84700E+03,   1.80000E+00,   1.93815E+03,   3.37530E+00,   0.00000E+00,   1.23527E-12,   7.43565E-04,   5.89392E-01,   8.77629E-02,   2.45784E-02,   1.65728E-01,   9.32674E-03,   8.36894E-02,   2.01980E-03,   7.86046E-08
   1.00000E+01,   2.98735E+03,   1.80000E+00,   1.93815E+03,   2.40662E+00,   0.00000E+00,   8.54735E-11,   2.22711E-04,   5.96304E-01,   9.55269E-02,   2.49888E-02,   1.67432E-01,   5.55827E-03,   8.67836E-02,   1.33189E-03,   8.07381E-08
   4.00000E+01,   3.04529E+03,   1.80000E+00,   1.93815E+03,   2.05699E+00,   0.00000E+00,   1.18790E-09,   8.53306E-05,   5.99251E-01,   9.89423E-02,   2.52029E-02,   1.68091E-01,   3.55626E-03,   8.80659E-02,   8.86045E-04,   6.38611E-08
